run_number,rate_avg_value
46979,884240.3057595756
46978,790854.7782308228
46977,897903.1683645414
46976,957259.6042295018
46975,957442.6578988506
46974,0
46973,1039079.3677547463
46972,988954.6823963802
46971,1027851.4116292002
46970,
46969,
46967,1093269.73041375
46966,
46965,1139922.031044166
46964,
46963,
46962,
46961,1236763.3653769842
46960,1441590.9400145686
46959,209153.24770753516
46957,
46956,
46955,
46954,14734.785967081558
46953,
46952,795030.384750624
46951,823850.1187032631
46950,831738.0411448792
46949,901777.5080556541
46948,
46947,951592.223148659
46946,890271.1900184368
46945,843288.3533502299
46944,589655.1531542594
46943,1027161.2906569348
46942,
46941,1149667.5303986906
46940,459551.4038321846
46939,1225076.1370769357
46938,
46937,142589.1260599415
46936,1256850.8895581013
46935,1353993.57951152
46934,1311700.690947159
46933,1240938.4851793102
46932,
46931,1061403.8060344828
46930,1390071.8822094314
46929,
46928,807215.5582506777
46926,471260.9899926888
46925,
46924,769076.6195967748
46923,160953.42134987604
46922,797471.9426295188
46921,641053.5192458403
46920,795177.1965252856
46919,833251.0524168579
46918,813580.7802711768
46917,869056.8854309728
46916,
46915,901565.075888762
46914,946750.3092091954
46913,923548.8664536383
46912,1004612.6005747126
46911,879163.4210256776
46910,624412.5680051813
46909,1077921.9222382077
46908,1087857.998275862
46907,
46906,1058954.5340393211
46905,1144548.8473908696
46904,1006935.6110305378
46903,1234136.3049804096
46902,1253080.1840784736
46901,796078.7225498982
46900,1397719.3653898581
46898,456812.0617965235
46897,500663.839578747
46895,
46894,
46893,
46892,0
46890,311671.5919832013
46889,991628.5417372986
46888,978953.3683994941
46887,991584.2826274602
46886,1043804.5028735633
46885,1000255.5417623853
46884,998556.941067035
46883,339590.07399789157
46882,
46881,175320.01773649492
46880,1050706.5098032055
46879,483499.1527776191
46878,0
46877,
46876,
46875,
46874,29940.80018241667
46873,1136142.4599747127
46872,
46871,83073.17033505748
46870,
46868,
46867,
46866,1281336.5778609747
46865,0
46864,
46863,1353168.0043871475
46862,
46861,
46860,
46859,
46858,0.01699080459770115
46857,193484.17569275564
46856,116643.03705977013
46855,
46854,
46853,
46852,
46851,62720.0646354921
46850,
46849,
46848,114851.7632321839
46847,
46846,
46845,116756.39985977011
46844,113665.96599310343
46842,
46841,0
46840,0
46839,
46838,
46837,0.00012120081135902637
46836,204364.20689655174
46835,588217.4250534483
46834,584663.2019708813
46833,591969.327586207
46832,579929.923675862
46831,589374.3315205175
46830,591421.3858402481
46829,576745.889309329
46828,602395.9641793345
46827,596682.734842111
46826,510478.0226855319
46825,596575.9859205757
46824,596814.6596920887
46823,653619.658612129
46822,598476.0495310272
46821,606409.9379727731
46820,594070.6292524765
46819,434570.1190260262
46818,697546.8663793104
46817,429858.6556357831
46816,680482.4346435384
46815,478908.39643549995
46814,686212.1014171962
46813,698219.2217036961
46812,714547.1160913159
46811,719836.8315953235
46810,673707.710441763
46809,743364.3846790122
46807,
46806,
46805,632059.1470787879
46804,
46803,727947.6836506362
46802,
46801,402909.4327550966
46800,0.01674022988505747
46799,164446.59885893817
46798,
46797,
46796,
46794,0
46792,
46790,
46789,524188.3567178499
46788,234788.37435360614
46787,0
46786,30588.06657635947
46785,
46784,0
46783,
46782,208416.00402381868
46781,302335.81192787713
46780,315113.99379944924
46779,328128.90173793107
46778,332120.7739862069
46777,340019.2208173235
46776,30457.8275862069
46775,359399.1723943223
46774,377601.9993609195
46773,147365.6606170599
46772,411859.49980298744
46771,476519.84292514995
46770,548199.036416092
46769,542151.8737112432
46768,599436.8787731448
46767,648761.0632695181
46766,535595.5792379311
46765,724712.1137931035
46764,471912.383634893
46763,0.01674022988505747
46762,
46761,
46760,317213.0041862069
46759,326005.5217945402
46758,326795.7572793104
46757,340652.8390368522
46756,371852.45732203836
46755,379919.21651981695
46754,386835.20755862066
46753,397213.3656583054
46752,418315.10901960346
46751,473485.53886798606
46750,538634.5159187632
46749,
46748,121102.22455209492
46747,270108.6133680645
46746,0
46745,
46744,47526.611942715026
46742,
46741,224244.13633512473
46740,
46739,231228.3028869543
46738,221089.48668965514
46737,
46736,
46735,278919.38072768884
46734,
46733,288544.78160919534
46732,
46731,297539.6945272031
46730,270029.62248201517
46729,315177.7754206896
46728,317754.2266621531
46727,327878.6955864111
46726,332929.87811731076
46725,340050.6654643423
46724,347322.48937471263
46723,359740.13556965516
46722,332803.4078099433
46721,355654.3512636684
46720,377028.29005028383
46719,292635.11206896557
46710,0
46708,392970.55133763654
46707,202484.29488659312
46706,423959.57250881224
46705,250086.20495033273
46704,352032.7644789563
46702,421630.88237179496
46701,0
46700,456890.9359586207
46699,465649.3920183908
46698,207713.1768306922
46697,495535.14685210725
46696,
46695,
46694,530341.0698111993
46693,
46692,586124.4200543074
46691,
46690,17057.99284285714
46689,0
46687,0.0001586751647872746
46686,0
46685,
46683,146572.76111264367
46682,148500.0655172414
46681,154791.6754992337
46680,
46679,152451.94072762725
46678,153993.71865191797
46677,156029.56081407968
46676,170022.4260187475
46675,169618.23288275863
46674,
46673,
46672,169325.70689655174
46671,
46670,196885.40723060444
46669,207818.52276071534
46668,212538.54788885405
46667,235867.88927943507
46666,256026.74745517242
46665,262197.9621971546
46664,278108.3620689655
46663,274880.99091579317
46662,278113.27458850574
46661,308199.6676053814
46660,325060.21354942524
46659,
46658,335438.2378344827
46657,363200.69735996774
46656,402546.53440672584
46655,422753.68872380623
46654,480704.8657063042
46653,531784.2557138638
46652,57597.42128457351
46651,2.9583333333333335
46650,2491.386053793103
46649,352098.1558819962
46648,149821.648101962
46647,371882.96933514293
46646,
46645,433864.3609241379
46644,
46643,95984.83793103449
46642,426384.78556666663
46641,
46640,404516.16208233556
46638,
46635,27449.669642857145
46631,232113.1760275862
46630,
46624,146998.62643678163
46623,340911.2956831655
46622,534868.4536197531
46620,364858.53055555554
46619,605993.1737919827
46618,664409.7712038662
46617,0.007620455512984247
46616,0.00452606540297103
46615,0.005318489513891813
46612,
46611,
46610,
46609,
46608,
46607,
46606,
46605,68415.02011494253
46604,67519.20689655172
46603,72370.98688467809
46602,76249.8832045977
46601,
46600,83795.5096282724
46599,
46598,90962.12364448875
46597,97363.92527011494
46596,99738.55206436782
46595,104779.33035026347
46594,111029.43797422956
46593,125908.47415372262
46592,
46591,151618.78694482756
46590,156664.59502988507
46589,147675.58405797102
46588,154495.09219645133
46587,179499.3475
46586,212062.3593442418
46585,
46584,288156.51338555396
46583,
46582,0.7662413793103448
46581,176403.17478620692
46580,
46579,
46578,
46577,209748.07445720423
46576,
46575,234981.40437011493
46574,260164.7976275862
46573,354922.9917397257
46572,279257.4236605023
46571,
46570,
46569,74282.77413431856
46568,73637.9420275862
46567,75985.0361310345
46566,
46565,79294.29596131647
46564,72180.27289195402
46563,79080.28342782904
46562,82299.35472907445
46561,69765.74333793104
46560,88512.97626217523
46559,108628.38343029602
46558,
46557,118785.8084
46556,114882.19721383567
46555,132861.34951402518
46554,164258.71370606043
46553,212232.36218692714
46552,363592.8405172414
46551,156887.83174140807
46550,
46549,
46548,
46546,61218.045797123414
46545,74042.57586206896
46544,76734.8207678161
46543,72582.63031480332
46542,68852.08226545542
46541,95910.2706340199
46540,106293.6451388889
46539,114774.17763449482
46538,111030.2967678161
46537,149157.02627561786
46536,202346.3981678161
46535,218047.02786666667
46534,242314.65310344828
46533,0.0048955665024630534
46532,
46531,71840.32169430009
46530,75909.03117953351
46529,81574.62425319735
46528,
46527,86268.35937471264
46526,89097.43379765253
46525,100840.29122142858
46524,105813.35916321838
46523,109238.97655593952
46522,114057.7757074756
46521,105732.06714285715
46520,
46519,126847.57075
46518,
46517,126724.01717467121
46516,115576.70104166666
46515,134818.92224455593
46514,
46513,
46512,
46511,
46510,
46509,
46508,
46507,185717.16078343685
46506,222857.0782391856
46505,35269.01494280241
46504,
46503,0.008242803465991872
46502,
46501,0.00875
46500,0.01674871794871795
46499,
46498,
46497,0.008392592592592592
46496,
46495,0.008712121212121211
46494,0.6694455937112122
46491,
46490,
46489,150460.14379493592
46488,
46487,
46486,
46484,49722.70242705705
46483,61272.30459310344
46481,58185.79609011656
46480,58061.70458175477
46479,68446.44798078525
46478,37028.558003233506
46477,67651.37127132564
46475,12786.702083333335
46474,11834.64375
46473,72936.85527319253
46472,60804.30768591085
46471,79266.92899026444
46470,85363.94999999998
46469,
46467,51902.65476190476
46466,108112.35733394675
46465,85341.1395644204
46464,119992.43094037262
46463,154435.91342222222
46462,183283.01453083756
46461,140426.35954454326
46460,293868.9087904762
46459,0.009029515599343185
46458,0
46457,56281.972797189155
46456,62301.03281839081
46455,63141.69223253353
46454,68118.53509655171
46453,68413.97024500777
46452,73714.28158744395
46451,81969.22797216561
46450,91628.21293886632
46449,75872.853125
46448,82712.05095800488
46447,101715.26704367815
46446,98099.36549545114
46445,114671.13676473728
46444,
46443,
46442,0.004289215686274509
46441,0.01702758620689655
46440,0.014367816091954025
46439,
46438,32966.043153169325
46437,35691.20265156405
46436,37035.55539654107
46435,38542.000098275865
46434,39703.00045210728
46433,41226.1636882574
46432,40983.790160568664
46431,43052.47761156174
46430,49144.241366511946
46429,54648.83243922911
46428,57530.86669885057
46427,57810.25703908047
46426,
46425,60943.79057259867
46424,56813.87815678215
46423,0.009724249238220158
46422,0
46421,0.010130163023063634
46420,0
46419,
46418,0.010004226918798665
46417,0.006796321839080461
46416,0.0057398905153311286
46415,0.006526750014155484
46414,0.007991045961807457
46413,0.006899316239316239
46412,0.00792510699211119
46411,0
46410,0.007130459770114943
46409,0.008012705790294549
46408,0
46407,0.01289971264367816
46406,0.006599250849092287
46405,0.015517241379310345
46404,0.008474964150957394
46403,0.008537164750957855
46402,0.01034895038610768
46401,0.008495402298850575
46400,0.01562916116933881
46399,0.009887039106383711
46398,
46397,
46396,
46395,
46394,0.0028273809523809523
46393,0.017130012771392082
46392,16219.625912919966
46392,0
46391,
46390,0
46389,
46333,0
46330,0
46329,0
46328,
46325,0
46317,0
46316,0.4086479776559429
46297,0.009717868338557995
46287,0.022921750663129972
46270,0.0022703448275862067
46266,
46262,0.9791503448275863
46259,0.00982167487684729
46254,0.010404056054136582
46244,0.009842202073549137
46239,0.007400384119164907
46137,79351.5152343501
46136,85635.6685724138
46135,92072.65504522344
46134,95593.97853005247
46133,98483.51388061079
46132,99843.81653333333
46131,
46130,103663.06743908046
46129,105881.69050918853
46128,101492.38868079984
46127,113575.92242401202
46126,117784.5453862069
46125,117731.75526761769
46124,130977.94228385636
46123,
46122,146735.36765492553
46121,164269.0850551724
46120,174361.92897011497
46119,
46118,0.0057114942528735625
46117,
46116,
46115,65959.55449358655
46114,
46113,68489.56833678161
46112,68306.50435436255
46111,
46110,59120.918603448285
46109,66133.25862068967
46108,
46107,70686.66085977011
46106,69503.62107789927
46105,72358.31824419777
46104,69280.00818834004
46103,46396.7305557546
46101,
46099,
46098,
46097,80341.44520925925
46096,
46095,
46093,
46092,
46091,
46090,82922.23906650959
46089,
46087,
46086,86937.90335341875
46084,
46083,
46081,
46080,93154.02557210368
46079,
46078,
46077,
46076,98032.4236179765
46075,
46073,
46072,
46070,109711.07426903752
46069,118952.11266666667
46068,127292.90979196936
46067,139049.18812183908
46066,135435.41319054915
46065,150836.20984827587
46064,0.008513793103448275
46063,0.014693322865434177
46062,0
46061,
46060,
46059,27518.72592756878
46058,
46057,
46054,1.3275862068965518
46053,61548.27263448275
46052,72698.6319908046
46051,71869.53414751687
46050,73002.51680864746
46049,67638.13985507246
46048,76233.08626263645
46047,77144.69226206899
46046,76817.246834909
46045,80905.3891549
46044,82095.51466623836
46043,86736.23339955023
46042,81544.49306860764
46041,86301.66995005184
46040,91354.75583124734
46039,100402.35441264369
46038,84004.55681689033
46037,106742.2447446272
46036,122961.91573734855
46035,13580.76551724138
46034,141814.92534294093
46033,
46032,28180.83099042146
46031,0
46030,41326.52975
46029,43092.76339124248
46028,42631.38925517241
46027,2974.6668156282976
46026,44462.20967356322
46025,44111.182881400215
46024,34781.57761502796
46023,44538.48000517486
46022,50431.46120689655
46021,52088.40849240711
46020,
46019,46561.92438294972
46018,32345.440149242422
46017,44684.37230623698
46016,66654.88149885058
46014,62948.94124679719
46013,59931.6434821164
46012,68690.83845522621
46011,59297.73273912346
46010,
46009,85564.12754765924
46008,133306.2877553352
46007,166284.2190955439
46006,208117.3985490026
46005,0.038278862864528855
46004,0.005779369529637397
46003,0.022835873421314035
46002,0.013438384752089838
46001,
46000,
45999,0.021710188747731396
45998,0
45997,
45995,0
45994,0
45992,0
45991,
45990,
45989,0
45988,0
45987,
45986,
45985,
45984,111264.94193016678
45983,0
45982,0
45981,0
45978,0.014967159855293592
45977,0.017113103448275862
45976,0
45975,
45974,0.014517562252814786
45973,
45972,
45971,
45970,
45969,0.004256896551724137
45968,0.004920132502761147
45966,0.01287758620689655
45965,0
45964,0.017241379310344827
45963,
45962,0.012022071450342894
45961,0.017134482758620687
45960,0.01674022988505747
45959,0.014517499642653931
45958,0.017200425713069394
45957,0.013707705117061108
45956,0
45955,0
45954,0
45953,
45952,0
45951,
45950,
45949,
45948,
45947,0
45946,
45944,
45943,0
45942,
45941,68039.49607838606
45940,75950.84708854514
45939,88865.14927919162
45938,122585.52707078207
45937,
45936,172064.30384126984
45935,
45934,
45933,0.03467619047619048
45932,
45931,
45930,11592.398519142767
45929,0.01702758620689655
45928,0.0016034359301830567
45927,0.019703371916838252
45926,
45925,0.01723383934272943
45924,0.017170114942528732
45923,
45922,0
45921,0
45920,0
45919,
45918,0
45917,
45916,0
45915,0
45914,0
45913,0
45912,
45911,0
45910,
45909,0
45908,
45907,
45906,
45905,
45904,
45903,0.021300599009292945
45902,0.00606768058065496
45901,
45900,
45899,
45898,
45897,0
45896,0
45895,0
45893,0
45892,86958.00474263135
45891,
45890,88643.38146742608
45889,84341.99704827587
45888,91954.12397642917
45887,1099.2448275862068
45886,92287.41250114943
45885,93184.99604137932
45884,66322.04407969881
45883,95497.61320153257
45882,87976.8311264368
45881,96373.66893103447
45880,97359.7375862069
45879,99030.40063635855
45878,106671.30624739757
45877,82641.18845708307
45876,117350.0269838441
45875,131012.63979080459
45874,
45873,
45872,139322.4537426752
45871,
45870,
45869,
45868,171937.3879310345
45867,197229.98850689654
45866,
45865,251320.69307265602
45864,0.017170114942528732
45863,0.02153206075533662
45862,
45861,58978.406720017556
45860,62571.128472222226
45859,64777.06372437778
45858,71945.54425616546
45857,78482.91140753154
45856,85625.26617316804
45855,
45854,94570.81019069628
45853,101529.72476657742
45852,110601.1085725677
45851,131443.00198281804
45850,
45849,181070.13892413792
45848,0.012805747126436782
45847,
45845,
45844,
45843,
45842,43677.644422392645
45841,55382.93108886015
45840,
45839,53141.39815384615
45838,55713.9202183908
45837,56910.69962298851
45836,58166.95690943874
45835,58725.89127241379
45834,58184.68890481056
45833,58064.37959016553
45832,59823.35917241379
45831,59944.034613793105
45830,
45829,54795.957456002805
45828,61592.99201377279
45827,62489.03400459771
45826,64522.15290185071
45825,64432.65326386597
45824,66186.57767989635
45823,67868.02698068965
45822,67156.41341630628
45821,68043.74143356294
45820,70080.44637463758
45819,72468.4087682557
45818,74701.44405069828
45817,77729.34746896551
45816,75114.56858501966
45815,79662.77586206897
45814,67312.11804234049
45813,80524.8095788496
45812,85574.50140229885
45811,87995.71246678526
45810,85989.98473563776
45809,88071.97231126677
45808,99435.27380430086
45807,119903.99070925527
45806,
45805,110739.37588391351
45804,
45803,0.0067986758620689645
45802,
45801,
45800,
45799,0
45798,
45797,0
45796,
45795,0
45794,
45793,0
45791,0
45790,
45789,0
45788,
45787,0
45786,
45785,0
45784,0
45783,
45782,0
45781,
45780,0
45779,
45778,0
45777,
45776,0
45775,
45774,0
45773,
45772,
45771,0
45770,0
45769,
45768,
45767,0
45766,9578.679680258949
45765,
45764,
45763,0
45762,0
45761,
45760,0
45759,0
45758,
45757,
45756,
45755,
45754,
45753,
45751,22021.300848484847
45748,
45739,60344.47170315355
45738,59439.47591159778
45737,60061.20176222244
45736,
45735,47416.155284615386
45734,62859.326662068976
45733,
45732,51665.26005381819
45731,
45730,64401.95862068967
45729,65130.62123218825
45728,68467.79756896551
45727,
45726,68082.82463986488
45725,53190.53146605998
45724,75923.02137402772
45723,78269.63073599999
45722,53134.6786554833
45721,79946.15715251546
45720,
45719,8976.543103448277
45718,
45717,
45716,191.34642857142856
45715,182.51770100150327
45714,
45712,0
45711,
45710,0
45709,0
45708,0
45707,
45706,0
45705,
45703,
45702,
45701,
45700,0
45699,0
45698,0
45697,0
45696,0
45695,0
45694,0
45693,0
45692,8951.188323045268
45691,0
45690,
45689,
45688,
45687,227.7877930629654
45685,
45684,
45683,
45682,
45681,
45680,0
45679,
45678,
45677,
45676,0
45675,618990.9652721615
45674,0
45673,0
45672,0
45671,0
45670,0
45669,0
45668,0
45667,0
45666,0
45665,0.00024985417738891745
45664,0
45663,0
45662,0
45661,0
45660,
45659,
45658,
45657,0
45656,
45654,
45653,0
45652,
45651,
45650,0
45649,
45648,0
45647,33064.680299926105
45646,81062.61586257054
45645,85141.64929905586
45644,90392.28240229885
45643,89578.669154023
45642,95775.0980429119
45641,97556.38019770115
45640,100339.92891494253
45639,
45637,126582.11121840395
45636,0
45635,
45634,47941.04128248371
45633,53229.98695429977
45632,35640.185705952375
45631,
45630,3084.1
45629,
45628,63649.17618517802
45627,70373.312348659
45626,71754.45935555555
45625,73214.1703092623
45624,75491.33884904215
45623,
45622,78553.86104781608
45621,
45620,98351.69467157092
45619,103296.00225287356
45618,
45617,0
45616,0
45615,0
45614,29703.48480274931
45613,0
45612,0
45611,0
45610,
45609,
45608,0
45607,
45606,0
45605,
45604,
45603,0
45602,0
45601,
45600,
45599,0
45598,0
45597,
45596,0
45595,
45594,0
45593,
45591,0
45590,
45589,0
45588,0
45584,0
45578,0
45576,
45575,0
45573,0
45572,0
45571,0
45570,0
45569,0
45568,0
45567,0
45561,159113.76388505747
45560,164054.69190470222
45559,172468.3204980843
45558,167419.51083524904
45557,183351.23362111958
45555,0
45554,0
45553,0
45552,101351.80534751156
45551,107517.95070961396
45550,112894.76459705626
45549,114210.55558773945
45548,117389.99466551724
45547,114131.52137588392
45546,112211.22266552252
45545,121625.77426666666
45544,
45543,122950.97696620459
45542,
45541,125782.77260625745
45540,128462.16856697891
45539,132240.41084137931
45538,
45537,134269.354545231
45536,
45535,141286.3542100038
45534,
45533,
45532,139705.9866666667
45531,159616.33466791545
45530,
45529,192238.30735166022
45527,222952.93061379308
45526,231831.81937041943
45525,0
45524,44491.37228308702
45523,
45522,0
45521,0
45520,
45519,
45518,
45517,
45516,23778.017376561154
45514,0
45513,0.0017621294615849969
45512,0
45511,0
45510,0
45509,
45508,0
45506,0
45505,0
45504,
45503,0
45502,0
45501,0
45500,0
45499,0
45498,0
45495,94426.27740718139
45494,97788.65279339081
45493,97313.41769203014
45492,
45491,87766.89601838223
45490,104384.57859834477
45489,110908.71964496419
45488,
45487,115091.3024979422
45486,114148.98509449919
45485,122008.40470804581
45484,123276.90631954023
45483,131769.52927085286
45482,134472.275862069
45481,
45480,
45479,131745.4502865804
45478,119098.92013611253
45477,134531.43426666665
45476,
45475,
45474,
45473,
45472,0
45471,135194.34852767782
45470,140092.5344827586
45469,140811.4609903448
45468,
45467,
45466,
45465,147144.66379310348
45464,137696.42350387745
45463,149431.55172413794
45462,146138.63422803607
45461,138720.20493500293
45458,138330.0990468821
45457,54051.18939770114
45456,
45455,73966.33333333333
45454,153639.51903637144
45453,160576.4375
45452,159558.92528735634
45451,164316.6853448276
45450,162234.6379310345
45449,166897.5827586207
45448,164206.66834772725
45447,169810.84482758623
45446,161579.0168424897
45445,
45444,178191.3240229885
45443,184511.63096398473
45442,
45441,
45440,
45439,200793.49970344827
45438,
45437,
45436,
45435,237688.58674515598
45434,
45432,51983.4234513287
45431,
45428,
45427,0
45426,
45425,0
45424,0
45423,0
45422,0
45421,0
45420,0
45416,0
45415,0
45414,208568.66922302483
45413,207854.7791908046
45412,242961.86017931032
45411,247660.91907218393
45410,270313.99210574717
45409,278644.77409760834
45408,39468.303657391305
45406,
45405,
45404,
45402,101931.27271417607
45401,
45400,117261.91114141642
45399,
45398,38270.34166666667
45397,
45395,167925.64236607877
45394,144425.17144891905
45393,167552.24589804423
45392,181791.2825
45391,86912.49285714286
45390,195277.0901330702
45389,216266.53102528732
45388,
45387,
45384,207838.76383102723
45383,335439.8965517242
45382,
45381,367615.7724306586
45380,
45379,0
45378,0
45377,0
45376,0
45375,0
45374,0
45373,
45372,0
45371,0
45370,0
45369,
45368,0
45367,0
45366,0
45365,
45364,0
45363,
45362,0
45361,
45360,0
45359,0
45358,0
45357,
45356,
45355,
45354,
45353,2985.1009900561344
45352,
45351,0
45350,0
45349,
45348,
45347,
45346,
45344,0
45343,109902.97160689654
45342,0
45341,0
45340,0
45339,0
45338,0
45337,0
45336,
45335,437504.82651931036
45334,2596476.5015526162
45333,8440478.68329885
45332,
45331,
45330,
45329,6935623.782464367
45328,0
45327,1409325.5565126643
45326,2405080.851511281
45325,109803.12439295514
45324,108548.06653793104
45323,112872.49874045044
45322,
45321,
45320,
45319,118202.8297192848
45318,124670.13383643678
45317,
45316,131358.4624323746
45315,138851.30900279846
45314,133081.00957037037
45313,142557.84369131166
45312,
45311,
45310,
45309,
45305,
45304,151550.64215172414
45303,
45302,
45301,
45300,172762.12181609197
45299,184688.43874482758
45298,184419.8646413793
45297,193494.68611724142
45296,
45295,201187.38448965515
45294,212740.9855448276
45293,229144.9191693487
45292,112982.72721701545
45291,115807.13834771304
45290,116521.58896581677
45289,
45288,127203.0840527858
45287,24695.512539184954
45286,134801.1206896552
45285,
45284,136290.24641417622
45283,115096.91379310346
45282,135495.18766392572
45281,140301.41379310348
45280,142280.8448275862
45279,142076.36922207905
45278,150099.22964969414
45277,0
45276,167567.58464061303
45274,167695.51203102153
45273,166411.0878850575
45272,200482.73721758026
45271,99651.11847031816
45270,0
45268,0
45267,0
45266,0
45265,
45264,
45263,
45262,
45261,
45260,87655.7527137931
45259,
45258,128369.80503875573
45257,145258.93460076177
45256,166224.14039133137
45255,197737.94929508673
45254,241778.2979816092
45253,266185.16494636016
45252,113887.14141218392
45251,115823.39108103448
45250,
45249,110857.99448537413
45248,122262.91594524667
45247,127516.28429862068
45246,131638.31002075932
45245,
45244,143181.15321258697
45243,146453.1139962231
45242,153187.34578390804
45241,155027.28739770115
45240,161081.1945294618
45239,
45238,151926.72348045977
45237,175682.6829172414
45236,195541.58207126436
45235,249604.81323882047
45234,0
45233,0
45232,
45231,
45230,95563.26354679804
45229,
45228,
45227,
45226,113466.93103448277
45225,115141.34482758622
45224,113355.99893305334
45223,113458.48872198371
45222,116776.78451798028
45221,115383.10702107749
45220,0
45219,
45218,116511.97690903119
45217,88187.79213581987
45216,117409.82127203066
45215,121861.25561453468
45214,125371.01572909861
45213,
45212,
45211,
45209,137655.36507471267
45207,138145.43120229887
45205,
45204,
45203,150684.70654144482
45202,
45201,159525.92067487686
45200,
45199,183878.386999179
45198,
45197,202447.85880722498
45196,213675.08866005746
45195,239992.60353977015
45194,652.4988958257712
45193,0
45192,0
45191,113465.0127129241
45190,118404.54956797356
45189,123455.58332859316
45188,125066.63046896554
45187,
45186,126925.08021344515
45185,121958.88487654322
45184,
45183,129886.93849137932
45182,0
45181,62312.65977011495
45180,139559.49963541343
45179,147292.5759107612
45178,147906.79700878554
45177,154761.57046084292
45176,151090.45054146688
45175,169631.2593887671
45174,173206.84174124815
45173,
45172,190446.0064586207
45171,198387.75355402302
45170,204330.3865563218
45169,240318.1304449918
45168,268715.72866106796
45167,68379.93328678161
45166,68066.27325812807
45164,70386.94976723476
45163,74021.01093908047
45162,74135.71344215506
45161,78047.9488509342
45160,81372.18851678162
45159,81922.87790114942
45158,81985.90911111112
45157,84195.65940545055
45156,87780.58476859308
45155,96637.68604263324
45154,99137.56278390804
45153,101965.39715946365
45152,
45151,113355.44116126013
45150,118059.17020689655
45149,
45148,126759.81346206897
45147,
45146,136856.9283065134
45145,0
45144,0
45143,
45142,110925.31512345678
45141,117696.8103448276
45140,111500.80500952381
45139,112326.31960184996
45138,0
45137,1567.9507729161346
45136,1391.2758620689658
45135,1737.5862068965519
45134,1671.9440318978723
45133,429.2068965517241
45132,
45131,1691.3119313537677
45130,1729.3793103448277
45129,0
45128,1772.0305264367817
45127,1724.383735632184
45126,
45125,
45124,
45123,
45122,1768.5191586206895
45121,1090.0671814323607
45120,378.84621084896145
45119,1587.206896551724
45118,0
45117,
45116,166.34902729148249
45115,
45114,0
45113,0
45112,127882.37931034484
45111,128129.40327935824
45110,127053.61497815337
45109,0
45108,135417.06896551725
45107,135547.2739940887
45106,142909.889715209
45105,143143.6131324402
45104,
45103,152588.88221584118
45102,160251.51717586207
45101,
45100,152444.47017064804
45099,130588.9384057971
45098,
45097,163447.25583908046
45096,
45095,
45094,
45093,175202.6827264368
45092,171131.47228582375
45091,162108.81087931036
45090,182444.45158390806
45089,
45088,
45087,202594
45086,102556.50657002963
45085,210688.57567724932
45084,0
45083,0
45082,0
45081,
45080,
45079,
45078,0
45077,0
45076,0
45075,21529.61128917501
45074,0
45073,0
45072,0
45071,0
45070,0
45069,
45068,
45067,0
45066,0
45065,0
45064,0
45063,0
45062,0
45061,0
45060,0
45059,0
45058,0
45057,0
45056,0
45055,0
45054,
45053,
45052,110273.960050757
45051,114245.16400389736
45050,110005.76824367818
45049,119363.89655172414
45048,120627.31584412575
45047,109283.31673506493
45046,124946.79629655175
45045,121354.48512437283
45044,127459.18559999998
45043,
45041,130063.80541861888
45040,119126.38972413793
45039,133333.62087816093
45038,129451.20897976206
45037,
45036,140458.232991078
45035,147144.25791723153
45034,161327.1093166449
45033,173046.3527483306
45032,
45031,
45030,
45029,192386.15151724144
45028,199815.60808965514
45027,203950.54627931034
45026,231780.3560045977
45025,0
45024,0
45023,0
45022,
45021,0
45020,0
45019,
45018,0
45017,
45016,0
45015,26068.649232545336
45014,0
45013,0
45011,0.32808160919540236
45008,2.0984144812551713
45007,0
44990,5.35804459770115
44971,0
44970,0
44969,0
44968,0
44967,0
44966,0
44965,0
44964,
44963,
44962,
44960,0
44958,0.005725451559934318
44957,0
44956,
44955,0.5397896551724137
44954,
44953,0.011089961685823756
44952,
44951,0.018601451681566624
44949,0.015105172413793104
44948,0
44947,0
44946,
44945,0
44944,
44943,
44942,
44941,0
44939,8.50488275862069
44934,941134.8818131799
44930,
44928,
44927,
44926,
44925,
44924,
44923,
44922,
44921,
44920,
44919,
44918,
44917,
44916,
44915,
44914,
44913,
44912,
44911,
44910,
44909,
44908,
44907,
44906,
44905,
44904,
44903,
44902,
44901,
44899,
44898,
44897,
44895,
44893,
44892,
44891,
44890,
44888,
44887,
44886,
44885,
44884,
44883,
44882,
44880,
44879,
44878,
44877,
44876,
44875,
44873,
44872,
44871,
44870,
44869,
44868,
44866,
44865,
44863,
44862,
44861,
44860,
44856,0.42090801389415183
44855,
44853,
44852,
44851,
44848,
44847,
44846,
44844,
44842,
44839,
44838,
44837,
44835,
44832,3.281085057471264
44831,1182191.6236849716
44829,
44828,
44826,
44823,3.402777777777778
44821,1.3658128078817735
44820,
44819,
44818,
44816,0
44815,0
44814,0
44813,
44812,
44811,2.326672030651341
44809,
44808,
44807,
44806,4019440.568732184
44805,
44804,
44803,
44786,1939096.515025926
44778,4.821786623310004
44776,
44775,6.620689655172415
44771,2996657.065099234
44769,0.6958128078817734
44768,0
44767,0
44766,
44765,0
44764,
44763,0
44762,1.4052043074219063
44761,0
44760,0
44757,0
44752,0
44747,0.02206229885057471
44740,0.06656238244514107
44739,0.25026827586206896
44738,0
44737,0
44736,0
44735,0
44734,0
44733,0
44732,0
44731,0
44730,
44729,0
44728,0
44727,
44726,
44725,0
44724,
44723,
